fight_id,event_id,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,event_name,event_date,fight_stat_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,fighter_f_name,fighter_l_name,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d
7218,664,2976.0,2884.0,2884.0,5,F,Lightweight,M,KO/TKO,"to    
      Leg Injury",2,2:03,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14436,2976.0,0.0,34.0,19.0,32.0,18.0,0.0,0.0,0.0,0.0,0:00,Rafael,Fiziev,172.72,155.0,180.34,Switch,1993-03-05,12.0,3.0,0.0
7218,664,2976.0,2884.0,2884.0,5,F,Lightweight,M,KO/TKO,"to    
      Leg Injury",2,2:03,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14435,2884.0,0.0,42.0,17.0,40.0,16.0,6.0,1.0,0.0,0.0,1:28,Mateusz,Gamrot,177.8,155.0,177.8,Southpaw,1990-12-11,23.0,2.0,0.0
7217,664,1662.0,2464.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14434,1662.0,0.0,59.0,37.0,40.0,23.0,15.0,5.0,1.0,0.0,7:33,Bryce,Mitchell,177.8,145.0,177.8,Southpaw,1994-10-04,16.0,2.0,0.0
7217,664,1662.0,2464.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14433,2464.0,0.0,72.0,32.0,55.0,18.0,0.0,0.0,0.0,1.0,2:11,Dan,Ige,170.18,145.0,180.34,Orthodox,1991-08-06,17.0,7.0,0.0
7216,664,981.0,179.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,2,2:42,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14432,981.0,0.0,130.0,90.0,102.0,70.0,1.0,1.0,0.0,0.0,2:03,Marina,Rodriguez,167.64,115.0,165.1,Orthodox,1987-04-29,17.0,3.0,2.0
7216,664,981.0,179.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,2,2:42,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14431,179.0,0.0,37.0,16.0,32.0,13.0,6.0,1.0,0.0,0.0,2:49,Michelle,Waterson-Gomez,160.02,115.0,157.48,Orthodox,1986-01-06,18.0,12.0,0.0
7215,664,3831.0,2974.0,3831.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:32,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14430,3831.0,0.0,105.0,63.0,80.0,45.0,2.0,1.0,1.0,0.0,3:30,Bryan,Battle,185.42,170.0,195.58,Orthodox,1994-09-21,11.0,2.0,0.0
7215,664,3831.0,2974.0,3831.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:32,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14429,2974.0,0.0,57.0,29.0,51.0,25.0,2.0,0.0,0.0,0.0,0:33,AJ,Fletcher,177.8,170.0,170.18,Switch,1997-02-18,10.0,3.0,0.0
7214,664,1108.0,2320.0,2320.0,3,F,Featherweight,M,Submission,Guillotine Choke From Bottom Guard,1,3:12,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14428,1108.0,0.0,10.0,0.0,9.0,0.0,3.0,2.0,1.0,0.0,1:58,Ricardo,Ramos,175.26,145.0,182.88,Orthodox,1995-08-01,16.0,5.0,0.0
7214,664,1108.0,2320.0,2320.0,3,F,Featherweight,M,Submission,Guillotine Choke From Bottom Guard,1,3:12,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14427,2320.0,0.0,10.0,8.0,9.0,8.0,0.0,0.0,1.0,0.0,0:00,Charles,Jourdain,175.26,145.0,175.26,Switch,1995-11-27,15.0,6.0,1.0
7213,664,3945.0,2373.0,2373.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14426,3945.0,0.0,95.0,38.0,85.0,33.0,6.0,2.0,2.0,0.0,3:55,Dan,Argueta,170.18,135.0,172.72,Southpaw,1993-08-13,9.0,2.0,0.0
7213,664,3945.0,2373.0,2373.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14425,2373.0,0.0,104.0,52.0,92.0,43.0,6.0,2.0,0.0,0.0,4:39,Miles,Johns,170.18,135.0,167.64,Orthodox,1994-03-30,14.0,2.0,0.0
7212,664,1752.0,3002.0,1752.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,3,1:15,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14424,1752.0,2.0,178.0,134.0,143.0,104.0,2.0,0.0,0.0,1.0,2:51,Tim,Means,187.96,170.0,190.5,Orthodox,1984-02-20,33.0,15.0,1.0
7212,664,1752.0,3002.0,1752.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,3,1:15,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14423,3002.0,0.0,110.0,56.0,103.0,51.0,1.0,1.0,0.0,0.0,0:48,Andre,Fialho,182.88,170.0,187.96,Orthodox,1994-04-07,16.0,8.0,0.0
7211,664,1885.0,3646.0,3646.0,3,F,Middleweight,M,DQ,Strike to back of head,1,4:15,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14422,1885.0,0.0,60.0,44.0,39.0,28.0,3.0,1.0,0.0,0.0,3:39,Jacob,Malkoun,175.26,185.0,185.42,Orthodox,1995-08-26,7.0,3.0,0.0
7211,664,1885.0,3646.0,3646.0,3,F,Middleweight,M,DQ,Strike to back of head,1,4:15,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14421,3646.0,0.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0:26,Cody,Brundage,182.88,185.0,182.88,Orthodox,1994-05-16,9.0,5.0,0.0
7210,664,309.0,3421.0,309.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14420,309.0,0.0,234.0,118.0,191.0,85.0,3.0,1.0,0.0,0.0,3:07,Mohammed,Usman,187.96,239.0,200.66,Orthodox,1989-04-01,11.0,2.0,0.0
7210,664,309.0,3421.0,309.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14419,3421.0,0.0,198.0,100.0,183.0,87.0,0.0,0.0,2.0,0.0,0:53,Jake,Collier,190.5,230.0,198.12,Orthodox,1988-10-25,13.0,10.0,0.0
7209,664,,2808.0,,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14418,,0.0,140.0,83.0,105.0,55.0,2.0,1.0,0.0,0.0,3:31,,,,,,,,,,
7209,664,,2808.0,,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14417,2808.0,0.0,123.0,64.0,95.0,47.0,14.0,1.0,0.0,0.0,2:51,Hannah,Goldy,162.56,115.0,154.94,Orthodox,1992-05-18,6.0,4.0,0.0
7208,664,249.0,1071.0,1071.0,3,F,Women's Bantamweight,F,Decision,Split,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14416,249.0,0.0,131.0,78.0,109.0,60.0,3.0,0.0,1.0,0.0,0:54,Tamires,Vidal,167.64,135.0,172.72,Orthodox,1998-07-27,7.0,2.0,0.0
7208,664,249.0,1071.0,1071.0,3,F,Women's Bantamweight,F,Decision,Split,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,14415,1071.0,0.0,240.0,112.0,182.0,69.0,5.0,3.0,0.0,0.0,4:51,Montserrat,Rendon,172.72,135.0,172.72,Orthodox,1989-03-16,6.0,0.0,0.0
7207,663,2534.0,3250.0,3250.0,3,F,Welterweight,M,Decision,Split,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14414,2534.0,0.0,356.0,127.0,356.0,127.0,2.0,0.0,0.0,0.0,0:00,Kevin,Holland,190.5,170.0,205.74,Orthodox,1992-11-05,25.0,10.0,0.0
7207,663,2534.0,3250.0,3250.0,3,F,Welterweight,M,Decision,Split,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14413,3250.0,0.0,190.0,105.0,190.0,105.0,0.0,0.0,0.0,0.0,0:00,Jack,Della Maddalena,180.34,170.0,185.42,Switch,1996-09-10,16.0,2.0,0.0
7206,663,946.0,1660.0,946.0,3,F,Bantamweight,M,KO/TKO,Punches to Head From Back Control,1,0:54,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14412,946.0,1.0,31.0,19.0,30.0,18.0,0.0,0.0,0.0,0.0,0:17,Raul,Rosas Jr.,175.26,135.0,170.18,Switch,2004-10-08,8.0,1.0,0.0
7206,663,946.0,1660.0,946.0,3,F,Bantamweight,M,KO/TKO,Punches to Head From Back Control,1,0:54,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14411,1660.0,0.0,19.0,6.0,19.0,6.0,0.0,0.0,0.0,0.0,0:00,Terrence,Mitchell,177.8,135.0,187.96,Orthodox,1989-12-30,14.0,4.0,0.0
7205,663,23.0,2846.0,23.0,3,F,Lightweight,M,Submission,Anaconda Choke On Ground,2,3:26,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14410,23.0,0.0,101.0,36.0,101.0,36.0,0.0,0.0,1.0,0.0,0:17,Daniel,Zellhuber,185.42,155.0,195.58,Switch,1999-07-07,14.0,1.0,0.0
7205,663,23.0,2846.0,23.0,3,F,Lightweight,M,Submission,Anaconda Choke On Ground,2,3:26,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14409,2846.0,0.0,82.0,38.0,82.0,38.0,6.0,0.0,0.0,0.0,0:11,Christos,Giagos,177.8,155.0,180.34,Orthodox,1990-01-23,20.0,11.0,0.0
7204,663,1348.0,1495.0,1495.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14408,1348.0,0.0,209.0,73.0,208.0,72.0,1.0,0.0,0.0,0.0,0:07,Fernando,Padilla,185.42,145.0,193.04,Orthodox,1996-12-15,15.0,5.0,0.0
7204,663,1348.0,1495.0,1495.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14407,1495.0,0.0,185.0,83.0,184.0,82.0,3.0,0.0,0.0,0.0,0:00,Kyle,Nelson,180.34,145.0,180.34,Switch,1991-04-20,15.0,5.0,1.0
7203,663,2814.0,1085.0,2814.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,3:38,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14406,2814.0,1.0,51.0,37.0,31.0,21.0,5.0,5.0,6.0,0.0,6:29,Loopy,Godinez,157.48000000000002,115.0,154.94,Orthodox,1993-09-06,11.0,3.0,0.0
7203,663,2814.0,1085.0,2814.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,3:38,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14405,1085.0,0.0,48.0,34.0,13.0,3.0,1.0,0.0,0.0,0.0,0:22,Elise,Reed,160.02,115.0,160.02,Orthodox,1992-12-05,7.0,4.0,0.0
7202,663,2181.0,2929.0,2181.0,3,F,Middleweight,M,KO/TKO,Punch to Body At Distance,2,4:44,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14404,2181.0,1.0,90.0,54.0,84.0,49.0,0.0,0.0,0.0,0.0,0:03,Roman,Kopylov,182.88,185.0,190.5,Southpaw,1991-05-04,12.0,2.0,0.0
7202,663,2181.0,2929.0,2181.0,3,F,Middleweight,M,KO/TKO,Punch to Body At Distance,2,4:44,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14403,2929.0,0.0,116.0,38.0,116.0,38.0,5.0,0.0,0.0,0.0,0:50,Josh,Fremd,193.04,185.0,193.04,Orthodox,1994-01-15,11.0,5.0,0.0
7201,663,3389.0,2400.0,3389.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14402,3389.0,0.0,225.0,116.0,212.0,103.0,1.0,0.0,0.0,0.0,0:26,Tracy,Cortez,165.1,125.0,165.1,Orthodox,1993-12-10,11.0,1.0,0.0
7201,663,3389.0,2400.0,3389.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14401,2400.0,0.0,225.0,95.0,206.0,77.0,10.0,2.0,0.0,0.0,3:00,Jasmine,Jasudavicius,170.18,125.0,172.72,Orthodox,1989-03-01,9.0,3.0,0.0
7200,663,1064.0,3574.0,3574.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,3:38,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14400,1064.0,0.0,39.0,15.0,38.0,14.0,2.0,0.0,0.0,0.0,0:01,Alex,Reyes,180.34,155.0,185.42,Orthodox,1986-10-02,13.0,4.0,0.0
7200,663,1064.0,3574.0,3574.0,3,F,Lightweight,M,KO/TKO,Punches to Head At Distance,1,3:38,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14399,3574.0,1.0,72.0,43.0,72.0,43.0,0.0,0.0,0.0,0.0,0:02,Charlie,Campbell,182.88,155.0,182.88,Orthodox,1995-07-03,8.0,2.0,0.0
7199,663,2196.0,1874.0,2196.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14398,2196.0,0.0,206.0,147.0,128.0,81.0,4.0,3.0,0.0,0.0,10:49,Josefine,Knutsson,160.02,115.0,152.4,Orthodox,1996-01-16,7.0,0.0,0.0
7199,663,2196.0,1874.0,2196.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,14397,1874.0,0.0,64.0,39.0,29.0,8.0,2.0,0.0,0.0,0.0,0:33,Marnic,Mann,152.4,115.0,162.56,Southpaw,1993-03-05,6.0,2.0,0.0
7198,662,4089.0,512.0,512.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14396,4089.0,0.0,271.0,94.0,271.0,94.0,0.0,0.0,0.0,0.0,0:00,Israel,Adesanya,193.04,185.0,203.2,Switch,1989-07-22,24.0,3.0,0.0
7198,662,4089.0,512.0,512.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14395,512.0,1.0,259.0,137.0,259.0,137.0,0.0,0.0,0.0,0.0,0:14,Sean,Strickland,185.42,185.0,193.04,Orthodox,1991-02-27,28.0,5.0,0.0
7197,662,342.0,225.0,225.0,3,F,Heavyweight,M,Submission,Ezekiel Choke From Mount,2,4:37,UFC 293: Adesanya vs. Strickland,2023-09-09,14394,342.0,0.0,69.0,30.0,67.0,28.0,0.0,0.0,0.0,0.0,0:00,Tai,Tuivasa,187.96,264.0,190.5,Southpaw,1993-03-16,15.0,6.0,0.0
7197,662,342.0,225.0,225.0,3,F,Heavyweight,M,Submission,Ezekiel Choke From Mount,2,4:37,UFC 293: Adesanya vs. Strickland,2023-09-09,14393,225.0,1.0,164.0,107.0,143.0,93.0,1.0,0.0,1.0,0.0,2:35,Alexander,Volkov,200.66,250.0,203.2,Orthodox,1988-10-24,37.0,10.0,0.0
7196,662,2285.0,3179.0,2285.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14392,2285.0,1.0,186.0,116.0,182.0,112.0,1.0,1.0,0.0,0.0,0:45,Manel,Kape,165.1,125.0,172.72,Southpaw,1993-11-14,19.0,6.0,0.0
7196,662,2285.0,3179.0,2285.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14391,3179.0,0.0,310.0,101.0,304.0,99.0,5.0,0.0,0.0,0.0,0:08,Felipe,dos Santos,170.18,125.0,177.8,Orthodox,2000-09-11,7.0,1.0,0.0
7195,662,471.0,2120.0,471.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:22,UFC 293: Adesanya vs. Strickland,2023-09-09,14390,471.0,1.0,14.0,11.0,14.0,11.0,0.0,0.0,0.0,0.0,0:05,Justin,Tafa,182.88,264.0,187.96,Southpaw,1993-12-13,7.0,3.0,0.0
7195,662,471.0,2120.0,471.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:22,UFC 293: Adesanya vs. Strickland,2023-09-09,14389,2120.0,0.0,15.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0:00,Austen,Lane,198.12,245.0,203.2,Orthodox,1987-11-09,12.0,4.0,0.0
7194,662,1280.0,335.0,1280.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:12,UFC 293: Adesanya vs. Strickland,2023-09-09,14388,1280.0,1.0,29.0,16.0,29.0,16.0,0.0,0.0,0.0,0.0,0:03,Tyson,Pedro,190.5,205.0,200.66,Orthodox,1991-09-17,10.0,4.0,0.0
7194,662,1280.0,335.0,1280.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:12,UFC 293: Adesanya vs. Strickland,2023-09-09,14387,335.0,0.0,25.0,9.0,24.0,8.0,0.0,0.0,0.0,0.0,0:00,Anton,Turkalj,193.04,205.0,198.12,Orthodox,1996-06-10,8.0,3.0,0.0
7193,662,323.0,2307.0,323.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,3,4:49,UFC 293: Adesanya vs. Strickland,2023-09-09,14386,323.0,1.0,165.0,91.0,154.0,81.0,2.0,1.0,1.0,0.0,1:41,Carlos,Ulberg,193.04,205.0,195.58,Orthodox,1990-11-07,10.0,1.0,0.0
7193,662,323.0,2307.0,323.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,3,4:49,UFC 293: Adesanya vs. Strickland,2023-09-09,14385,2307.0,0.0,123.0,60.0,120.0,58.0,2.0,1.0,0.0,0.0,0:15,Da,Woon Jung,193.04,205.0,198.12,Orthodox,1993-12-07,15.0,5.0,1.0
7192,662,2390.0,1865.0,1865.0,3,F,Featherweight,M,KO/TKO,"to    
      Arm Injury",2,3:19,UFC 293: Adesanya vs. Strickland,2023-09-09,14384,2390.0,0.0,70.0,43.0,68.0,41.0,1.0,0.0,0.0,0.0,0:07,Jack,Jenkins,170.18,145.0,172.72,Switch,1993-11-03,12.0,3.0,0.0
7192,662,2390.0,1865.0,1865.0,3,F,Featherweight,M,KO/TKO,"to    
      Arm Injury",2,3:19,UFC 293: Adesanya vs. Strickland,2023-09-09,14383,1865.0,0.0,143.0,87.0,87.0,38.0,1.0,1.0,0.0,0.0,2:46,Chepe,Mariscal,170.18,145.0,175.26,Orthodox,1992-10-27,15.0,6.0,1.0
7191,662,1573.0,1896.0,1573.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14382,1573.0,0.0,179.0,88.0,179.0,88.0,2.0,0.0,0.0,0.0,0:00,Jamie,Mullarkey,182.88,155.0,187.96,Orthodox,1994-08-17,17.0,6.0,0.0
7191,662,1573.0,1896.0,1573.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14381,1896.0,0.0,190.0,85.0,188.0,83.0,1.0,0.0,0.0,0.0,0:00,John,Makdessi,172.72,155.0,172.72,Orthodox,1985-05-03,18.0,9.0,0.0
7190,662,2650.0,1132.0,2650.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14380,2650.0,0.0,378.0,172.0,377.0,171.0,5.0,0.0,0.0,0.0,0:21,Nasrat,Haqparast,177.8,155.0,182.88,Southpaw,1995-08-22,15.0,5.0,0.0
7190,662,2650.0,1132.0,2650.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14379,1132.0,0.0,359.0,152.0,354.0,148.0,0.0,0.0,0.0,0.0,0:41,Landon,Quinones,175.26,155.0,177.8,Southpaw,1995-11-21,7.0,2.0,1.0
7189,662,3227.0,1127.0,1127.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14378,3227.0,0.0,136.0,75.0,94.0,44.0,3.0,0.0,0.0,0.0,0:21,Blood,Diamond,180.34,170.0,193.04,Switch,1988-07-10,3.0,3.0,0.0
7189,662,3227.0,1127.0,1127.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,UFC 293: Adesanya vs. Strickland,2023-09-09,14377,1127.0,0.0,112.0,63.0,76.0,35.0,6.0,1.0,0.0,0.0,9:41,Charles,Radtke,175.26,170.0,182.88,Orthodox,1990-07-09,8.0,3.0,0.0
7188,662,42.0,1672.0,1672.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,0:59,UFC 293: Adesanya vs. Strickland,2023-09-09,14376,42.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0:00,Shane,Young,172.72,145.0,182.88,Orthodox,1993-07-31,13.0,8.0,0.0
7188,662,42.0,1672.0,1672.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,0:59,UFC 293: Adesanya vs. Strickland,2023-09-09,14375,1672.0,0.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,0.0,0:32,Gabriel,Miranda,180.34,145.0,180.34,Orthodox,1990-03-25,17.0,6.0,0.0
7187,662,2319.0,3353.0,2319.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,4:49,UFC 293: Adesanya vs. Strickland,2023-09-09,14374,2319.0,0.0,69.0,39.0,58.0,29.0,1.0,1.0,1.0,0.0,0:45,Kevin,Jousset,187.96,170.0,190.5,Orthodox,1993-05-02,9.0,2.0,0.0
7187,662,2319.0,3353.0,2319.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,4:49,UFC 293: Adesanya vs. Strickland,2023-09-09,14373,3353.0,0.0,66.0,45.0,59.0,39.0,0.0,0.0,0.0,0.0,0:00,Kiefer,Crosbie,180.34,170.0,177.8,Switch,1990-04-05,10.0,4.0,0.0
7186,661,2881.0,567.0,2881.0,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,2,3:44,UFC Fight Night: Gane vs. Spivac,2023-09-02,14372,2881.0,0.0,157.0,110.0,156.0,109.0,0.0,0.0,0.0,0.0,0:09,Ciryl,Gane,193.04,245.0,205.74,Orthodox,1990-04-12,12.0,2.0,0.0
7186,661,2881.0,567.0,2881.0,5,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,2,3:44,UFC Fight Night: Gane vs. Spivac,2023-09-02,14371,567.0,0.0,44.0,11.0,44.0,11.0,1.0,0.0,0.0,0.0,0:02,Serghei,Spivac,190.5,260.0,198.12,Orthodox,1995-01-24,16.0,4.0,0.0
7185,661,2983.0,1523.0,2983.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Gane vs. Spivac,2023-09-02,14370,2983.0,0.0,232.0,62.0,225.0,58.0,1.0,0.0,0.0,0.0,0:24,Manon,Fiorot,170.18,125.0,165.1,Orthodox,1990-02-17,11.0,1.0,0.0
7185,661,2983.0,1523.0,2983.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Gane vs. Spivac,2023-09-02,14369,1523.0,0.0,152.0,60.0,150.0,60.0,6.0,0.0,0.0,0.0,0:25,Rose,Namajunas,165.1,125.0,165.1,Orthodox,1992-06-29,12.0,6.0,0.0
7184,661,899.0,1643.0,899.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,4:44,UFC Fight Night: Gane vs. Spivac,2023-09-02,14368,899.0,0.0,210.0,123.0,182.0,101.0,9.0,5.0,0.0,0.0,5:20,Benoit,Saint Denis,180.34,155.0,185.42,Southpaw,1995-12-18,12.0,1.0,0.0
7184,661,899.0,1643.0,899.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,4:44,UFC Fight Night: Gane vs. Spivac,2023-09-02,14367,1643.0,0.0,67.0,27.0,62.0,24.0,3.0,1.0,1.0,0.0,0:14,Thiago,Moises,175.26,155.0,177.8,Orthodox,1995-03-23,17.0,7.0,0.0
7183,661,1417.0,2691.0,1417.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,1,3:46,UFC Fight Night: Gane vs. Spivac,2023-09-02,14366,1417.0,1.0,64.0,36.0,46.0,26.0,1.0,1.0,1.0,0.0,1:23,Volkan,Oezdemir,187.96,205.0,190.5,Orthodox,1989-09-19,19.0,7.0,0.0
7183,661,1417.0,2691.0,1417.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,1,3:46,UFC Fight Night: Gane vs. Spivac,2023-09-02,14365,2691.0,0.0,27.0,10.0,25.0,8.0,0.0,0.0,0.0,0.0,0:00,Bogdan,Guskov,190.5,205.0,193.04,Orthodox,1992-09-12,14.0,3.0,0.0
7182,661,2794.0,2849.0,2794.0,3,F,Featherweight,M,KO/TKO,Kick to Body At Distance,3,2:20,UFC Fight Night: Gane vs. Spivac,2023-09-02,14364,2794.0,0.0,99.0,61.0,88.0,52.0,0.0,0.0,2.0,0.0,0:55,William,Gomis,182.88,145.0,185.42,Southpaw,1997-06-13,13.0,2.0,0.0
7182,661,2794.0,2849.0,2794.0,3,F,Featherweight,M,KO/TKO,Kick to Body At Distance,3,2:20,UFC Fight Night: Gane vs. Spivac,2023-09-02,14363,2849.0,0.0,88.0,40.0,73.0,28.0,4.0,0.0,0.0,0.0,2:42,Yanis,Ghemmouri,175.26,145.0,175.26,Orthodox,1995-01-24,12.0,2.0,0.0
7181,661,3488.0,25.0,3488.0,3,F,Featherweight,M,KO/TKO,Kicks to Body At Distance,1,3:51,UFC Fight Night: Gane vs. Spivac,2023-09-02,14362,3488.0,1.0,49.0,26.0,49.0,26.0,0.0,0.0,0.0,0.0,0:03,Morgan,Charriere,172.72,145.0,175.26,Orthodox,1995-10-26,19.0,9.0,1.0
7181,661,3488.0,25.0,3488.0,3,F,Featherweight,M,KO/TKO,Kicks to Body At Distance,1,3:51,UFC Fight Night: Gane vs. Spivac,2023-09-02,14361,25.0,0.0,41.0,9.0,41.0,9.0,0.0,0.0,0.0,0.0,0:00,Manolo,Zecchini,172.72,145.0,172.72,Orthodox,1996-10-22,11.0,4.0,0.0
7180,661,2115.0,1971.0,2115.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Gane vs. Spivac,2023-09-02,14360,2115.0,0.0,166.0,87.0,163.0,84.0,0.0,0.0,0.0,0.0,0:18,Taylor,Lapilus,167.64,135.0,185.42,Southpaw,1992-04-08,19.0,3.0,0.0
7180,661,2115.0,1971.0,2115.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Gane vs. Spivac,2023-09-02,14359,1971.0,0.0,166.0,70.0,132.0,48.0,11.0,2.0,0.0,0.0,6:26,Caolan,Loughran,167.64,135.0,172.72,Orthodox,1996-05-18,8.0,1.0,0.0
